type,name
Grass, Ekans
Fighting, Mankey
Water, Jangmo-o
Psychic, Espeon-GX
Grass, Oddish
Fire, Ponyta
Water, Psyduck
Lightning, Dark Raichu
Psychic, Cosmog
Psychic, Dark Alakazam
Water, Dark Gyarados
Water, Dark Blastoise
Fighting, Dark Dugtrio
Psychic, Dark Slowbro
Grass, Dark Vileplume
Fighting, Dark Machoke
Fighting, Diglett
Psychic, Drowzee
Fighting, Machop
Colorless, Meowth
Psychic, Slowpoke
Colorless, Xerneas
Fire, Charizard
Fire, Torchic
Fire, Combusken
Fire, Victini ◇
Fire, Darumaka
Colorless, Swablu
Fighting, Marowak
Grass, Nidorina
Fire, Heatmor
Fire, Litten
Fire, Salandit
Water, Horsea
Colorless, Silvally
Water, Magikarp
Water, Lapras
Water, Totodile
Water, Croconaw
Water, Feraligatr
Water, Corsola
Water, Feebas
Water, Milotic
Water, Phione
Water, Wishiwashi
Fighting, Trapinch
Psychic, Salazzle
Water, Dratini
Water, Dratini
Water, Dragonair
Water, Vibrava
Water, Flygon
Water, Bagon
Water, Shelgon
Water, Salamence-GX
Water, Druddigon
Water, Zekrom
Colorless, Swablu
Psychic, Zoroark
Water, Zygarde
Water, Turtonator
Water, Jangmo-o
Water, Hakamo-o
Water, Kommo-o
Psychic, Dawn Wings Necrozma-GX
Water, Kingdra-GX
Water, Altaria-GX
Lightning, Tapu Koko
Fighting, Solgaleo-GX
Grass, Parasect
Colorless, Persian
Colorless, Raticate
Psychic, Dawn Wings Necrozma
Lightning, Ash's Pikachu
Fighting, Crabominable
Fire, Ho-Oh-GX
Colorless, Rattata
Lightning, Ash's Pikachu
Fighting, Rhyhorn
Fighting, Sandshrew
Fire, Ho-Oh-GX
Colorless, Morelull
Lightning, Pikachu
Lightning, Ash's Pikachu
Psychic, Malamar
Fighting, Lycanroc
Grass, Exeggcute
Grass, Tangela
Lightning, Voltorb
Grass, Vileplume
Fire, Charmeleon
Fire, Simisear
Fire, Salazzle-GX
Grass, Seedot
Water, Tapu Fini-GX
Lightning, Electivire
Psychic, Seviper
Psychic, Toxicroak
Psychic, Necrozma-GX
Fighting, Mudbray
Fighting, Passimian
Psychic, Sneasel
Colorless, Diancie
Lightning, Surfing Pikachu
Colorless, Porygon2
Fire, Ho-Oh-GX
Fighting, Lycanroc-GX
Colorless, Gardevoir-GX
Fire, Charizard GX
Water, Tapu Fini-GX
Grass, Exeggcute
Fighting, Marshadow-GX
Grass, Bellsprout
Grass, Weepinbell
Grass, Victreebel
Grass, Cacnea
Grass, Cacturne
Fire, Combusken
Water, Marshtomp
Water, Huntail
Grass, Cacnea
Lightning, Chinchou
Psychic, Swalot
Psychic, Shuppet
Fighting, Medicham
Fighting, Palossand-GX
Psychic, Alolan Rattata
Psychic, Alolan Raticate-GX
Colorless, Pelipper
Fighting, Metang
Fighting, Jirachi ◇
Water, Shelgon
Water, Salamence
Colorless, Wingull
Water, Articuno-GX
Fire, Blaziken-GX
Water, Articuno-GX
Lightning, Electrode-GX
Psychic, Mr. Mime-GX
Psychic, Salandit
Fighting, Scizor-GX
Fighting, Stakataka-GX
Water, Rayquaza-GX
Grass, Accelgor
Grass, Skiddo
Grass, Gogoat
Fire, Numel
Fire, Camerupt
Water, Mamoswine
Water, Remoraid
Water, Octillery
Water, Corphish
Water, Crawdaunt
Water, Feebas
Water, Regice
Water, Shellos
Lightning, Pikachu
Lightning, Alolan Raichu
Lightning, Alolan Geodude
Lightning, Alolan Graveler
Lightning, Emolga
Psychic, Spoink
Psychic, Grumpig
Psychic, Chimecho
Psychic, Gourgeist
Grass, Surskit
Psychic, Oranguru
Fighting, Cubone
Fighting, Gastrodon
Fighting, Stufful
Psychic, Deino
Psychic, Zweilous
Psychic, Guzzlord-GX
Fighting, Escavalier
Fighting, Kartana-GX
Fire, Salazzle
Water, Alolan Exeggutor-GX
Water, Jangmo-o
Water, Hakamo-o
Colorless, Altaria
Colorless, Bunnelby
Colorless, Diggersby
Colorless, Type: Null
Lightning, Alolan Golem-GX
Colorless, Silvally-GX
Lightning, Alolan Golem-GX
Psychic, Nihilego-GX
Fighting, Buzzwole-GX
Psychic, Guzzlord-GX
Fire, Charmeleon
Fire, Blaziken
Fire, Darmanitan
Fire, Reshiram-GX
Water, Kingdra-GX
Water, Gyarados
Water, Quagsire
Psychic, Hydreigon
Water, Dragonite-GX
Water, Altaria
Water, Altaria-GX
Water, Kyurem
Water, White Kyurem-GX
Water, Drampa
Colorless, Kangaskhan
Fire, Reshiram-GX
Water, Dragonite-GX
Fire, Reshiram-GX
Water, Altaria-GX
Water, Salamence-GX
Water, White Kyurem-GX
Water, Ultra Necrozma-GX
Water, Volcanion ◇
Psychic, Honedge
Water, Froakie
Water, Frogadier
Lightning, Magnemite
Fighting, Gabite
Fighting, Zygarde
Psychic, Yveltal-GX
Fighting, Gible
Colorless, Xerneas-GX
Psychic, Naganadel-GX
Water, Palkia-GX
Psychic, Naganadel-GX
Fighting, Zygarde-GX
Fighting, Dialga-GX
Colorless, Xerneas-GX
Fighting, Zygarde-GX
Psychic, Yveltal-GX
Grass, Victreebel
Grass, Trevenant
Grass, Bulbasaur
Grass, Masquerain
Fire, Salazzle
Water, Alolan Sandshrew
Water, Alolan Ninetales-GX
Water, Alomomola
Lightning, Vikavolt-GX
Lightning, Tapu Koko-GX
Psychic, Mimikyu
Fighting, Sudowoodo
Colorless, Comfey
Colorless, Watchog
Colorless, Drampa-GX
Grass, Venusaur
Psychic, Toxapex-GX
Colorless, Sylveon-GX
Water, Wishiwashi-GX
Colorless, Drampa-GX
Grass, Rowlet
Grass, Shaymin (Sky Forme)
Grass, Shining Genesect
Fire, Volcarona
Fire, Reshiram
Fire, Litten
Fire, Incineroar
Water, Totodile
Water, Qwilfish
Water, Buizel
Water, Floatzel
Water, Palkia
Water, Keldeo
Water, Shining Volcanion
Lightning, Pikachu
Lightning, Voltorb
Lightning, Electrode
Lightning, Zekrom
Psychic, Mewtwo-GX
Psychic, Shining Mew
Psychic, Golett
Psychic, Marshadow
Psychic, Spiritomb
Psychic, Scrafty
Psychic, Yveltal
Water, Shining Rayquaza
Colorless, Shining Arceus
Psychic, Alakazam
Psychic, Mewtwo-GX
Psychic, Mewtwo-GX
Water, Bruxish
Water, Ultra Necrozma-GX
Psychic, Necrozma-GX
Grass, Golisopod-GX
Fire, Shining Ho-Oh
Water, Kyogre
Fighting, Celesteela
Water, Latios
Fire, Reshiram-GX
Fighting, Heatran
Lightning, Thundurus-GX
Lightning, Manectric
Colorless, Delcatty
Water, Glaceon-GX
Colorless, Tornadus-GX
Water, Latias
Grass, Caterpie
Grass, Metapod
Grass, Paras
Grass, Parasect
Grass, Pinsir
Water, Salamence-GX
Grass, Dartrix
Grass, Decidueye
Grass, Decidueye-GX
Grass, Fomantis
Grass, Bounsweet
Fire, Torkoal
Fire, Incineroar
Water, Poliwag
Water, Shellder
Water, Lapras-GX
Water, Corsola
Water, Pelipper
Water, Popplio
Water, Brionne
Water, Wishiwashi
Water, Dewpider
Water, Bruxish
Lightning, Vikavolt
Lightning, Togedemaru
Psychic, Zubat
Psychic, Golbat
Psychic, Crobat
Psychic, Espeon-GX
Psychic, Mareanie
Psychic, Toxapex
Psychic, Lunala-GX
Fighting, Makuhita
Fighting, Boldore
Fighting, Gigalith
Fighting, Crabrawler
Fighting, Passimian
Fighting, Palossand
Psychic, Alolan Raticate
Psychic, Alolan Persian
Psychic, Umbreon-GX
Psychic, Carvanha
Psychic, Sandile
Psychic, Krokorok
Fighting, Alolan Diglett
Colorless, Cutiefly
Colorless, Ribombee
Water, Dragonair
Colorless, Tauros-GX
Colorless, Eevee
Colorless, Lillipup
Colorless, Stoutland
Grass, Lurantis-GX
Water, Lapras-GX
Psychic, Espeon-GX
Psychic, Lunala-GX
Psychic, Umbreon-GX
Fighting, Solgaleo-GX
Colorless, Tauros-GX
Colorless, Gumshoos-GX
Water, Lapras-GX
Psychic, Espeon-GX
Psychic, Umbreon-GX
Fighting, Solgaleo-GX
Grass, Leafeon-GX
Grass, Torterra
Lightning, Electabuzz
Lightning, Shinx
Lightning, Zapdos
Fire, Infernape
Fighting, Cranidos
Fighting, Lucario
Fighting, Hippopotas
Fighting, Rampardos
Psychic, Giratina
Psychic, Sneasel
Psychic, Stunky
Fighting, Bronzong
Colorless, Shiinotic
Water, Garchomp
Psychic, Honchkrow
Colorless, Purugly
Colorless, Fan Rotom
Grass, Leafeon-GX
Water, Gabite
Water, Palkia-GX
Grass, Team Aqua's Cacturne
Grass, Pheromosa-GX
Lightning, Xurkitree-GX
Colorless, Starly
Water, Team Aqua's Crawdaunt
Fighting, Dusk Mane Necrozma-GX
Water, Dialga-GX
Water, Palkia-GX
Water, Team Aqua's Kyogre
Water, Team Aqua's Sharpedo
Grass, Turtwig
Water, Abomasnow
Lightning, Luxray
Psychic, Skorupi
Fighting, Hippowdon
Fighting, Magnemite
Colorless, Shaymin
Psychic, Dawn Wings Necrozma-GX
Water, Team Aqua's Walrein
Grass, Pinsir
Grass, Chikorita
Psychic, Lunala-GX
Fighting, Solgaleo-GX
Fighting, Team Magma's Aggron
Fighting, Team Magma's Groudon
Fire, Team Magma's Houndoom
Grass, Hoppip
Grass, Jumpluff
Grass, Pineco
Fire, Team Magma's Torkoal
Water, Team Aqua's Crawdaunt
Grass, Treecko
Grass, Grovyle
Grass, Wurmple
Grass, Wurmple
Psychic, Team Aqua's Mightyena
Water, Team Aqua's Sealeo
Grass, Dustox
Grass, Nincada
Grass, Combee
Grass, Vespiquen
Grass, Shaymin
Water, Team Aqua's Sharpedo
Fire, Team Magma's Camerupt
Fire, Moltres
Fire, Cyndaquil
Fire, Quilava
Grass, Team Aqua's Cacnea
Fighting, Team Magma's Claydol
Fire, Houndour
Fire, Heatran
Fire, Victini
Grass, Bulbasaur
Colorless, Meowth
Lightning, Team Aqua's Electrike
Water, Alolan Vulpix
Water, Slowpoke
Water, Slowking
Water, Lapras
Psychic, Team Aqua's Poochyena
Water, Suicune-GX
Water, Cubchoo
Water, White Kyurem
Water, Popplio
Water, Popplio
Water, Team Aqua's Spheal
Fighting, Team Magma's Aron
Fighting, Team Magma's Aron
Fire, Team Magma's Houndour
Lightning, Chinchou
Psychic, Team Magma's Poochyena
Fighting, Team Magma's Rhyhorn
Fire, Blaziken ex
Grass, Cradily ex
Fire, Entei ex
Water, Suicune ex
Fighting, Swampert ex
Lightning, Dark Ampharos
Fighting, Cobalion-GX
Lightning, Tapu Koko
Grass, Dark Crobat
Psychic, Dark Houndoom
Water, Dark Octillery
Psychic, Dark Slowking
Water, Kingdra
Fighting, Piloswine
Colorless, Togetic
Psychic, Dark Raticate
Fighting, Dark Tyranitar
Psychic, Litwick
Psychic, Lampent
Water, Delibird
Grass, Ledian
Fire, Magby
Psychic, Misdreavus
Water, Quagsire
Fighting, Phanpy
Grass, Yanma
Grass, Dark Arbok
Psychic, Dark Dragonair
Lightning, Dark Flaaffy
Grass, Dark Golbat
Fighting, Honedge
Water, Dark Golduck
Fire, Dark Magcargo
Fighting, Dark Pupitar
Fighting, Dark Pupitar
Fighting, Doublade
Fighting, Durant
Grass, Dark Weezing
Water, Mantine
Psychic, Rocket's Wobbuffet
Grass, Hoppip
Colorless, Wigglytuff
Fire, Houndour
Grass, Koffing
Water, Psyduck
Colorless, Rattata
Psychic, Slowpoke
Colorless, Dedenne
Fighting, Swinub
Grass, Zubat
Psychic, Rocket's Articuno ex
Colorless, Chansey
Psychic, Rocket's Entei ex
Psychic, Rocket's Hitmonchan ex
Psychic, Rocket's Moltres ex
Psychic, Rocket's Scizor ex
Colorless, Miltank
Colorless, Ho-Oh
Psychic, Rocket's Scyther ex
Psychic, Rocket's Snorlax ex
Fire, Charmeleon
Psychic, Yveltal
Psychic, Yveltal-EX
Grass, Tangela
Fighting, Honedge
Fighting, Machamp
Psychic, Trevenant
Grass, Gogoat
Fighting, Genesect-GX
Fire, Delphox-EX
Water, Greninja-EX
Psychic, Darkrai
Psychic, Greninja
Grass, Shuckle
Grass, Shuckle-GX
Grass, Sceptile-GX
Fire, Pyroar
Grass, Ninjask
Grass, Tapu Bulu
Fire, Cyndaquil
Fire, Typhlosion
Water, Kingdra
Water, Delibird
Water, Mantine
Water, Beartic
Water, Primarina
Lightning, Electivire
Water, Kyogre-EX
Psychic, Gallade-EX
Psychic, Meowstic
Fighting, Pangoro
Water, Salamence
Psychic, Absol-EX
Water, Rayquaza
Fighting, Jirachi
Colorless, Arceus
Lightning, Pikachu
Colorless, Mawile-EX
Water, Manaphy
Grass, Shaymin
Fighting, Genesect
Lightning, Pikachu-EX
Fire, Pansear
Grass, Yanmega
Water, Clawitzer
Grass, Shaymin-EX
Psychic, Yveltal-EX
Water, Black Kyurem
Psychic, Weezing
Psychic, M Gengar-EX
Fire, Volcanion-EX
Grass, Shaymin
Fire, Victini
Water, Manaphy
Psychic, Mew
Fighting, Genesect
Grass, Chikorita
Fire, M Camerupt-EX
Fire, M Camerupt-EX
Psychic, M Sharpedo-EX
Fighting, Ferroseed
Grass, Heracross
Grass, Silcoon
Fire, Slugma
Fire, Entei
Fire, Blacephalon-GX
Grass, Celebi & Venusaur-GX
Lightning, Raikou
Lightning, Pachirisu
Lightning, Blitzle
Lightning, Zebstrika
Colorless, Eevee
Grass, Weedle
Grass, Weedle
Psychic, Xatu
Psychic, Espeon
Psychic, Unown
Psychic, Unown
Grass, Kakuna
Grass, Beedrill
Psychic, Shedinja
Psychic, Sableye
Psychic, Giratina
Psychic, Cofagrigus
Grass, Paras
Psychic, Mareanie
Psychic, Nihilego
Psychic, Poipole
Psychic, Naganadel
Fighting, Sudowoodo
Grass, Parasect
Fighting, Larvitar
Fighting, Larvitar
Fighting, Pupitar
Psychic, Alolan Meowth
Psychic, Alolan Persian
Grass, Exeggcute
Grass, Pinsir
Grass, Shaymin ◇
Fire, Charmander
Fighting, Alolan Dugtrio
Fighting, Dialga
Fire, Charmander
Fire, Charmeleon
Fire, Charizard
Fighting, Magearna
Colorless, Marill
Fire, Vulpix
Colorless, Ralts
Colorless, Gardevoir
Colorless, Carbink
Colorless, Xerneas ◇
Colorless, Cutiefly
Fire, Ninetales
Colorless, Shiinotic
Colorless, Tapu Lele
Colorless, Blissey
Colorless, Ditto ◇
Fire, Ponyta
Fire, Rapidash
Colorless, Kecleon
Colorless, Kecleon
Colorless, Pikipek
Colorless, Pikipek
Fire, Moltres
Fire, Litten
Fire, Torracat
Water, Squirtle
Water, Squirtle
Grass, Virizion-GX
Colorless, Alolan Ninetales-GX
Colorless, Mimikyu-GX
Colorless, Lugia-GX
Grass, Spinarak
Water, Toxapex
Lightning, Mareep
Lightning, Ampharos
Lightning, Stunfisk
Psychic, Unown
Psychic, Sigilyph-GX
Psychic, Chandelure
Fighting, Donphan
Psychic, Umbreon
Fighting, Forretress
Fighting, Cobalion
Colorless, Azumarill
Colorless, Snubbull
Colorless, Trumbeak
Grass, Shuckle-GX
Water, Suicune-GX
Grass, Sceptile-GX
Grass, Virizion-GX
Fire, Blacephalon-GX
Water, Suicune-GX
Lightning, Zeraora-GX
Psychic, Sigilyph-GX
Fighting, Genesect-GX
Colorless, Alolan Ninetales-GX
Colorless, Mimikyu-GX
Colorless, Lugia-GX
Fighting, Lucario
Water, Wartortle
Water, Blastoise
Water, Psyduck
Water, Golduck
Water, Staryu
Psychic, Zoroark-GX
Water, Magikarp
Water, Gyarados
Water, Lapras
Water, Articuno
Lightning, Pikachu & Zekrom-GX
Lightning, Alolan Geodude
Lightning, Voltorb
Lightning, Electrode
Lightning, Alolan Geodude
Lightning, Alolan Graveler
Lightning, Alolan Golem
Lightning, Zapdos
Grass, Ariados
Grass, Sceptile-EX
Grass, M Sceptile-EX
Grass, Virizion
Fire, Flareon
Fire, Entei
Lightning, Mareep
Fire, Larvesta
Water, Magikarp
Water, Gyarados
Lightning, Flaaffy
Lightning, Ampharos-GX
Lightning, Blitzle
Water, Vaporeon
Grass, Oddish
Water, Kyurem-EX
Lightning, Jolteon
Lightning, Rotom
Lightning, Zebstrika
Lightning, Emolga
Lightning, M Ampharos-EX
Psychic, Baltoy
Psychic, Baltoy
Psychic, Claydol
Psychic, Golett
Psychic, Hoopa-EX
Fighting, Machamp-EX
Lightning, Joltik
Fighting, Regirock
Fighting, Golurk
Psychic, Tyranitar-EX
Psychic, Sableye
Fighting, Beldum
Fighting, Metagross
Lightning, Galvantula
Fighting, Registeel
Colorless, Ralts
Colorless, Gardevoir
Water, Giratina-EX
Water, Goomy
Colorless, Meowth
Fighting, Pupitar
Grass, Sceptile-EX
Lightning, Helioptile
Lightning, M Ampharos-EX
Psychic, Hoopa-EX
Water, Giratina-EX
Lightning, Heliolisk
Lightning, Tapu Koko ◇
Lightning, Zeraora
Grass, Ariados
Water, Azumarill
Grass, Bellossom
Grass, Bellossom
Lightning, Electrode
Lightning, Electrode
Psychic, Espeon
Fire, Entei
Grass, Exeggutor
Psychic, Houndoom
Grass, Exeggutor
Psychic, Exeggutor
Fire, Houndoom
Water, Kingdra
Psychic, Houndoom
Psychic, Hypno
Fighting, Magneton
Psychic, Jynx
Fighting, Nidoking
Water, Lanturn
Water, Octillery
Fighting, Scizor
Fighting, Magneton
Grass, Muk
Fighting, Sudowoodo
Fire, Ninetales
Water, Suicune
Colorless, Togetic
Water, Quagsire
Fire, Rapidash
Lightning, Zapdos
Psychic, Slowking
Fighting, Sudowoodo
Water, Tentacruel
Colorless, Togetic
Psychic, Tyranitar
Psychic, Umbreon
Grass, Victreebel
Grass, Bellsprout
Colorless, Dodrio
Grass, Gloom
Fire, Growlithe
Water, Marill
Water, Seadra
Water, Seaking
Grass, Weepinbell
Water, Wooper
Grass, Bellsprout
Water, Chinchou
Lightning, Chinchou
Psychic, Drowzee
Fire, Growlithe
Fighting, Hitmonchan
Psychic, Houndour
Fighting, Larvitar
Colorless, Lickitung
Lightning, Magnemite
Fighting, Mankey
Lightning, Mareep
Colorless, Miltank
Grass, Oddish
Grass, Paras
Fighting, Phanpy
Fire, Ponyta
Lightning, Voltorb
Colorless, Porygon
Water, Psyduck
Water, Remoraid
Water, Slowpoke
Colorless, Smeargle
Water, Tentacool
Colorless, Togepi
Colorless, Kingdra
Colorless, Lugia
Colorless, Nidoking
Grass, Snivy
Grass, Lilligant
Grass, Maractus
Grass, Sawsbuck
Fire, Pignite
Fire, Emboar
Fire, Simisear
Fire, Darumaka
Fire, Darmanitan
Water, Dewott
Water, Samurott
Water, Samurott
Water, Ducklett
Water, Swanna
Lightning, Blitzle
Lightning, Blitzle
Lightning, Zebstrika
Lightning, Galvantula
Lightning, Zekrom
Psychic, Munna
Psychic, Musharna
Psychic, Swoobat
Psychic, Venipede
Psychic, Solosis
Psychic, Duosion
Psychic, Reuniclus
Fighting, Timburr
Fighting, Timburr
Fighting, Throh
Fighting, Sandile
Fighting, Krokorok
Psychic, Purrloin
Psychic, Liepard
Psychic, Scraggy
Psychic, Zoroark
Psychic, Mandibuzz
Fighting, Klang
Fighting, Klinklang
Colorless, Lillipup
Colorless, Herdier
Colorless, Pidove
Colorless, Tranquill
Colorless, Unfezant
Colorless, Audino
Colorless, Minccino
Colorless, Bouffalant
Grass, M Venusaur-EX
Grass, Metapod
Grass, Kakuna
Grass, Tangela
Fire, Charmander
Fire, Charizard
Fire, Ninetales
Water, Blastoise-EX
Water, Poliwag
Water, Starmie
Lightning, Pikachu
Lightning, Raichu
Lightning, Electrode
Lightning, Electabuzz
Psychic, Nidoking
Psychic, Nidoking BREAK
Psychic, Mewtwo
Fighting, Dugtrio
Colorless, Pidgeot-EX
Colorless, Chansey
Colorless, Dragonite-EX
Colorless, Imakuni?'s Doduo
Grass, Grovyle
Grass, Lombre
Grass, Ludicolo
Grass, Breloom
Grass, Beedrill
Fire, Vulpix
Water, Marshtomp
Grass, Illumise
Fire, Slugma
Water, Staryu
Psychic, Starmie
Fighting, Rhydon
Fighting, Groudon-EX
Fighting, Hippopotas
Fighting, Diggersby
Fighting, Groudon
Fighting, Aggron-EX
Fighting, Aegislash
Colorless, Azumarill
Water, Flygon
Colorless, Linoone
Colorless, Spinda
Colorless, Bidoof
Colorless, Bidoof
Water, Vibrava
Grass, Trevenant-EX
Fighting, Groudon-EX
Fighting, Primal Groudon-EX
Fighting, Aggron-EX
Fighting, M Aggron-EX
Water, Kyogre-EX
Fire, Arcanine
Psychic, Alakazam
Grass, Beedrill
Water, Articuno
Grass, Beedrill
Grass, Crobat
Grass, Crobat
Water, Dewgong
Water, Dewgong
Fire, Flareon
Psychic, Houndoom
Water, Gyarados
Lightning, Jolteon
Grass, Ledian
Fighting, Machamp
Fighting, Magcargo
Fire, Magcargo
Lightning, Magneton
Lightning, Magneton
Lightning, Magneton
Fighting, Magneton
Fire, Moltres
Fire, Moltres
Grass, Nidoqueen
Grass, Nidoqueen
Water, Politoed
Fighting, Poliwrath
Lightning, Raichu
Water, Politoed
Psychic, Starmie
Lightning, Raikou
Fighting, Rhydon
Water, Vaporeon
Psychic, Umbreon
Water, Vaporeon
Fighting, Piloswine
Water, Starmie
Psychic, Wobbuffet
Colorless, Ditto
Fighting, Dugtrio
Grass, Forretress
Psychic, Girafarig
Colorless, Jigglypuff
Grass, Kakuna
Water, Lapras
Grass, Ledyba
Water, Magikarp
Colorless, Meowth
Psychic, Murkrow
Grass, Nidoran♀
Grass, Nidoran♀
Water, Poliwag
Fighting, Sandshrew
Fighting, Sandslash
Grass, Shuckle
Fighting, Skarmory
Fire, Slugma
Colorless, Snorlax
Colorless, Stantler
Water, Staryu
Grass, Sunflora
Grass, Sunkern
Fighting, Swinub
Colorless, Ursaring
Grass, Weedle
Colorless, Celebi
Colorless, Charizard
Colorless, Crobat
Colorless, Golem
Colorless, Ho-oh
Colorless, Kabutops
Grass, Tsareena
Water, Zygarde
Grass, Tsareena-GX
Fire, Charizard-GX
Psychic, Mimikyu
Lightning, Pikachu
Lightning, Pikachu
Water, Dragalge
Colorless, Slurpuff
Grass, Chesnaught-EX
Fire, Charizard-EX
Psychic, Yveltal
Fighting, M Metagross-EX
Psychic, Hoopa
Fighting, Bronzong
Grass, Shiftry
Grass, Sceptile-EX
Water, Froakie
Colorless, Ditto
Fighting, Groudon-EX
Fighting, Groudon
Fighting, Jirachi
Psychic, Latios
Lightning, Zekrom
Grass, Chespin
Psychic, Mew-EX
Colorless, M Mawile-EX
Fighting, Jirachi
Fire, Moltres
Psychic, Tyranitar
Water, Garchomp-EX
Water, Magikarp
Fighting, Zygarde-EX
Fighting, Zygarde
Fighting, Magearna
Fighting, Magearna-EX
Fighting, Klefki
Colorless, Alolan Ninetales
Colorless, Mimikyu
Psychic, Crobat BREAK
Fighting, Aegislash
Fire, Entei
Fire, Volcarona
Water, Gyarados
Water, Regice
Psychic, Inkay
Fighting, Metagross
Colorless, Kirlia
Water, Goodra
Colorless, Porygon
Colorless, Porygon-Z
Grass, M Sceptile-EX
Lightning, Ampharos-EX
Fighting, Primal Groudon-EX
Psychic, Gengar & Mimikyu-GX
Psychic, Nidoran♀
Psychic, Nidorina
Psychic, Hoopa-GX
Psychic, Incineroar-GX
Fighting, Skarmory
Fighting, Jirachi
Fighting, Bronzor
Fighting, Bronzong
Colorless, Eevee & Snorlax-GX
Colorless, Pidgey
Colorless, Pidgey
Colorless, Pidgeotto
Colorless, Pidgeot
Colorless, Meowth
Colorless, Persian
Grass, Celebi & Venusaur-GX
Water, Magikarp & Wailord-GX
Water, Magikarp & Wailord-GX
Lightning, Pikachu & Zekrom-GX
Lightning, Ampharos-GX
Psychic, Hoopa-GX
Psychic, Incineroar-GX
Fighting, Cobalion-GX
Water, Latias & Latios-GX
Water, Latias & Latios-GX
Colorless, Eevee & Snorlax-GX
Water, Drampa
Fire, Litten
Water, Popplio
Fire, Turtonator
Grass, Tapu Bulu-GX
Psychic, Umbreon-GX
Fire, Incineroar-GX
Water, Primarina-GX
Colorless, Komala
Psychic, Alolan Meowth
Fighting, Buzzwole-GX
Water, Kommo-o-GX
Fighting, Regirock
Grass, Shining Celebi
Water, Suicune
Fire, Salandit
Water, Vaporeon-GX
Colorless, Eevee-GX
Colorless, Eevee-GX
Colorless, Eevee-GX
Fighting, Meltan
Fighting, Melmetal-GX
Colorless, Clefairy
Lightning, Magneton
Grass, Nidoking
Fire, Ninetales
Water, Poliwrath
Lightning, Raichu
Grass, Butterfree
Fire, Charmeleon
Grass, Exeggutor
Psychic, Haunter
Psychic, Jynx
Grass, Kakuna
Colorless, Lickitung
Fighting, Rhydon
Psychic, Abra
Grass, Bulbasaur
Grass, Nidoran♀
Fighting, Onix
Colorless, Pidgey
Lightning, Pikachu
Water, Blastoise
Colorless, Chansey
Fire, Charizard
Colorless, Clefairy
Fighting, Machamp
Psychic, Mewtwo
Grass, Golisopod-GX
Fire, Charmander
Fire, Charizard-GX
Fire, Turtonator
Water, Kingdra
Water, Gyarados
Fighting, Machamp-GX
Fighting, Rhyhorn
Fighting, Rhydon
Fighting, Mudsdale
Fighting, Marshadow-GX
Psychic, Alolan Raticate
Psychic, Darkrai-GX
Psychic, Malamar
Colorless, Ribombee
Water, Noivern-GX
Colorless, Porygon-Z
Colorless, Hoothoot
Grass, Golisopod-GX
Grass, Tapu Bulu-GX
Water, Tapu Fini-GX
Psychic, Necrozma-GX
Fighting, Machamp-GX
Psychic, Alolan Muk-GX
Water, Noivern-GX
Grass, Golisopod-GX
Fire, Salazzle-GX
Fighting, Machamp-GX
Psychic, Alolan Muk-GX
Colorless, Gardevoir-GX
Grass, Seedot
Grass, Nuzleaf
Grass, Shiftry-GX
Lightning, Electrode-GX
Lightning, Lanturn
Lightning, Manectric
Psychic, Mr. Mime-GX
Psychic, Gulpin
Psychic, Shuppet
Psychic, Banette-GX
Psychic, Lunala
Fighting, Onix
Fighting, Baltoy
Psychic, Sneasel
Fighting, Scizor-GX
Grass, Shiftry-GX
Fire, Blaziken-GX
Psychic, Banette-GX
Fighting, Scizor-GX
Grass, Shiftry-GX
Psychic, Banette-GX
Grass, Cacturne
Fire, Alolan Marowak
Water, Magikarp
Water, Gyarados-GX
Water, Milotic
Lightning, Alolan Golem-GX
Psychic, Gengar
Psychic, Mismagius
Psychic, Salazzle
Psychic, Nihilego-GX
Fighting, Primeape
Psychic, Guzzlord-GX
Fighting, Mawile
Fighting, Lairon
Fighting, Aggron
Colorless, Jigglypuff
Colorless, Wigglytuff
Colorless, Silvally-GX
Water, Gyarados-GX
Fighting, Buzzwole-GX
Psychic, Guzzlord-GX
Fighting, Kartana-GX
Water, Gyarados-GX
Fighting, Kartana-GX
Water, Alolan Exeggutor-GX
Grass, Abomasnow
Fire, Alolan Marowak
Fire, Braixen
Water, Greninja-GX
Water, Araquanid
Lightning, Magneton
Lightning, Xurkitree
Psychic, Aegislash
Psychic, Skrelp
Fighting, Toxicroak
Fighting, Zygarde-GX
Fighting, Diancie ◇
Fighting, Rockruff
Fighting, Buzzwole
Psychic, Pangoro
Fighting, Empoleon
Fighting, Dialga-GX
Colorless, Dedenne
Water, Goomy
Water, Ultra Necrozma-GX
Colorless, Diggersby
Colorless, Furfrou
Colorless, Noibat
Fighting, Lucario-GX
Psychic, Yveltal-GX
Fighting, Dialga-GX
Water, Greninja-GX
Fighting, Lucario-GX
Water, Ultra Necrozma-GX
Grass, Lilligant
Grass, Wimpod
Grass, Golisopod
Fire, Victini
Fire, Lampent
Fire, Oricorio
Fire, Turtonator-GX
Water, Tentacruel
Water, Politoed
Water, Vanillish
Water, Wishiwashi-GX
Water, Mareanie
Lightning, Alolan Golem
Lightning, Oricorio
Psychic, Slowpoke
Psychic, Oricorio
Psychic, Toxapex-GX
Psychic, Dhelmise
Fighting, Machop
Fighting, Lycanroc-GX
Fighting, Mudbray
Fighting, Mudsdale
